地段位置或門牌,社區簡稱,交易年月,總價(萬元),單價,總面積,主建物佔比,型態,屋齡,樓別/樓高,交易標的,交易筆棟數,建物現況格局,車位總價,管理組織,電梯,主要用途,備註
上后垵１３之１０號,,103/11/17,1220,0,56.36,,透天厝,1,全/三層,房地(土地+建物),土:3 建:1車:0,5房2廳5衛,,無,無,住家用,建物第一次登記後移轉
榜林１０１號,,103/11/07,755,0,70,,透天厝,30,全/二層,房地(土地+建物),土:1 建:1車:0,7房3廳2衛,,無,無,住家用,
前厝４８號,,103/10/20,400,13.7,29.19,86.23%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
前厝４８號二樓,,103/10/20,390,13.4,29.19,86.23%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
前厝４８號三樓,,103/10/20,470,16.1,29.19,86.23%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
前厝４９號,,103/10/20,300,12.9,23.34,89.45%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物),土:1 建:1車:0,2房1廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
前厝４９號二樓,,103/10/20,355,15.2,23.34,89.45%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:1 建:1車:0,2房1廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
前厝４９號三樓,,103/10/20,335,14.4,23.34,89.45%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:1 建:1車:0,2房1廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
前厝４９之１號,,103/10/20,430,15,28.6,89.36%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物),土:1 建:1車:0,4房2廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
前厝４９之１號三樓,,103/10/20,500,16.8,29.84,89.54%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:1 建:1車:0,4房2廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
下堡１５２號,,103/09/01,1250,0,58.57,,透天厝,2,全/三層,房地(土地+建物),土:1 建:1車:0,5房3廳4衛,,無,無,住家用,
湖南３２-１０號,,103/08/27,660,0,52.46,,透天厝,,全/三層,房地(土地+建物),土:1 建:1車:0,5房1廳5衛,,無,無,住家用,建物第一次登記後移轉 親友、員工或其他特殊關係間之交易。親友、員工或其他特殊關係間之交易。;
湖南３２之８號,,103/08/25,680,0,52.46,,透天厝,,全/三層,房地(土地+建物),土:1 建:1車:0,5房2廳5衛,,無,無,住家用,土地及建物分次登記案件。前案土地登記收件字號：;
湖南３２之９號,,103/08/25,680,0,52.46,,透天厝,,全/三層,房地(土地+建物),土:1 建:1車:0,5房2廳5衛,,無,無,住家用,土地及建物分次登記案件。前案土地登記收件字號：;
前厝４７號二樓,,103/08/22,450,20.5,21.98,82.61%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:1 建:1車:0,2房1廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
前厝４７號,,103/08/22,450,20.8,21.59,84.12%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物),土:1 建:1車:0,2房1廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
前厝４７號三樓,,103/08/22,350,15.9,21.98,82.61%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:1 建:1車:0,2房1廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
前厝４６號,,103/08/22,315,14.6,21.59,84.12%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物),土:1 建:1車:0,2房1廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
前厝４６號二樓,,103/08/22,330,15,21.98,82.61%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:1 建:1車:0,2房1廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
前厝４６號三樓,,103/08/22,350,15.9,21.98,82.61%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:1 建:1車:0,2房1廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
榜林 ４７號,,103/08/18,128.2,0,27.78,,透天厝,47,全/一層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,無,住家用,建物第一次登記後移轉 二等親間買賣視同贈與，已依贈與稅法申報贈與稅。
湖南３２之１號,,103/07/29,710,0,53.22,,透天厝,,全/三層,房地(土地+建物),土:1 建:1車:0,5房2廳5衛,,無,無,住家用,土地及建物分次登記案件。前案土地登記收件字號：;
湖南３２之２號,,103/07/29,700,0,52.46,,透天厝,,全/三層,房地(土地+建物),土:1 建:1車:0,5房2廳5衛,,無,無,住家用,土地及建物分次登記案件。前案土地登記收件字號：;
湖南３２之７號,,103/07/29,650,0,52.46,,透天厝,,全/三層,房地(土地+建物),土:1 建:1車:0,5房2廳5衛,,無,無,住家用,土地及建物分次登記案件。前案土地登記收件字號：;
湖南３２之３號,,103/07/29,700,0,52.46,,透天厝,,全/三層,房地(土地+建物),土:1 建:1車:0,5房2廳5衛,,無,無,住家用,土地及建物分次登記案件。前案土地登記收件字號：;
湖南３２之５號,,103/07/29,670,0,52.46,,透天厝,,全/三層,房地(土地+建物),土:1 建:1車:0,5房2廳5衛,,無,無,住家用,土地及建物分次登記案件。前案土地登記收件字號：;
湖南３２之６號　,,103/07/29,670,0,52.46,,透天厝,,全/三層,房地(土地+建物),土:1 建:1車:0,5房2廳5衛,,無,無,住家用,土地及建物分次登記案件。前案土地登記收件字號：;
慈湖路一段２２１-１號,,103/06/12,1060,0,53.52,,透天厝,10,全/三層,房地(土地+建物),土:1 建:1車:0,5房2廳4衛,,無,無,住家用,
下埔下１１１號,,103/06/03,1150,0,56.59,,透天厝,3,全/三層,房地(土地+建物),土:2 建:1車:0,7房1廳4衛,,無,無,住家用,
湖南３１之３號,,103/05/29,560,21.8,25.73,92.02%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
湖南１３之１０號,,103/05/21,280,8.4,33.5,73.09%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉
頂埔下６９號二樓,,103/05/20,650,18.4,35.35,84.62%,公寓(5樓含以下無電梯),2,二層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳3衛,,無,無,住家用,
湖南３１之１號,,103/04/25,980,0,53.23,,透天厝,,全/三層,房地(土地+建物),土:1 建:1車:0,5房2廳3衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
湖南３１之２號二樓,,103/04/24,520,18.7,27.8,84.29%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
湖南３１之３號二樓,,103/04/23,530,18.9,28.07,84.34%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
湖南３１之３號三樓,,103/04/23,530,18.9,28.07,84.34%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
湖南３１之２號三樓,,103/04/23,520,18.7,27.8,84.29%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
湖南３１之２號,,103/04/23,550,21.6,25.49,91.94%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
下堡１００之１３號,,103/04/16,1250,19,65.88,65.08%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物)+車位,土:1 建:1車:1,5房5廳5衛,,無,無,住家用,建物第一次登記後移轉
湖南１３之１０號三樓,,103/04/14,570,17.1,33.29,73.56%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
下堡１００之１３號三樓,,103/04/08,1200,8.4,142.21,65.08%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物)+車位,土:1 建:1車:11,5房5廳5衛,,無,無,住家用,建物第一次登記後移轉
南湖路１３-１０號２樓,,103/04/03,565,16.9,33.5,73.09%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉
湖南１３之１１號,,103/03/31,860,0,62.39,,透天厝,,全/三層,房地(土地+建物),土:1 建:1車:0,5房3廳5衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
下堡１００之１０號三樓,,103/03/28,670,15.8,42.36,70.77%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物)+車位,土:1 建:1車:1,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉
下堡１００之１２號,,103/03/28,611.2,11.9,51.25,68.54%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物)+車位,土:1 建:1車:1,4房4廳4衛,,無,無,住家用,建物第一次登記後移轉
下堡１００之８號二樓,,103/03/17,615,13.8,44.55,71.48%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物)+車位,土:1 建:1車:1,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉
下堡１００之２０號三樓,,103/03/17,225,20.7,10.84,62.90%,套房(1房(1廳)1衛),,三層/三層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,住家用,建物第一次登記後移轉
下堡１００之１７號三樓之２,,103/03/05,203.2,11.4,17.87,65.14%,套房(1房(1廳)1衛),,三層/三層,房地(土地+建物)+車位,土:1 建:1車:1,1房1廳1衛,,無,無,住家用,建物第一次登記後移轉
下堡１００之１１號三樓,,103/03/03,750,15.2,49.43,68.79%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物)+車位,土:1 建:1車:1,4房4廳4衛,,無,無,住家用,建物第一次登記後移轉
下堡１００之１２號三樓,,103/03/03,720,14.3,50.22,68.54%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物)+車位,土:1 建:1車:1,4房4廳4衛,,無,無,住家用,建物第一次登記後移轉
下堡１００之２０號二樓,,103/02/28,182.5,16.8,10.84,62.90%,套房(1房(1廳)1衛),,二層/三層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,住家用,建物第一次登記後移轉
下堡１００之１９號二樓,,103/02/28,182.5,17.2,10.63,62.80%,套房(1房(1廳)1衛),,二層/三層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,住家用,建物第一次登記後移轉
下堡１００之１１號,,103/02/28,434.5,14.6,29.84,69.21%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉
下堡１００之８號三樓,,103/02/28,680,15.3,44.55,71.48%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物)+車位,土:1 建:1車:1,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉
下堡１００之７號三樓,,103/02/25,680,15.3,44.55,71.48%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物)+車位,土:1 建:1車:1,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉
下堡１００之１７號二樓,,103/02/18,175,18.7,9.35,64.72%,套房(1房(1廳)1衛),,二層/三層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,住家用,建物第一次登記後移轉
下堡１００之１５號二樓,,103/02/17,185,19.3,9.57,64.88%,套房(1房(1廳)1衛),,二層/三層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,住家用,建物第一次登記後移轉
下堡１００之１８號,,103/02/15,183.6,17.1,10.71,62.39%,套房(1房(1廳)1衛),,一層/三層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,住家用,建物第一次登記後移轉
埔邊３９號三樓,,103/02/05,720,19.2,37.41,79.89%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
埔邊３５號三樓,,103/02/05,690,18.7,36.91,72.62%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:1 建:1車:0,3房1廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
埔邊３８號二樓,,103/02/05,610,18.2,33.52,83.39%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:1 建:1車:0,2房2廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
埔邊３６號,,103/02/05,740,25,29.61,88.82%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物),土:1 建:1車:0,2房1廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
埔邊３７號三樓,,103/02/05,782,22.6,34.6,87.46%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:1 建:1車:0,2房2廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
埔邊３７號二樓,,103/02/05,657.4,19,34.6,87.46%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:1 建:1車:0,2房2廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
埔邊３９號二樓,,103/02/05,650,17.4,37.41,79.89%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
埔邊３８號三樓,,103/02/05,610,18.2,33.52,83.39%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:1 建:1車:0,2房2廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
埔邊３５號二樓,,103/02/05,675,18.3,36.91,72.62%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:1 建:1車:0,3房1廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
下堡１００之９號三樓,,103/02/05,680,15.2,44.62,71.34%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物)+車位,土:1 建:1車:1,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉
下埔下１１７號２樓,,103/01/12,710,17.8,39.84,82.44%,公寓(5樓含以下無電梯),3,二層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,
頂埔下２３之１號二樓,,102/12/31,470,14.3,32.88,84.14%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
下堡１００之１８號三樓,,102/12/30,195.7,18.3,10.71,62.39%,套房(1房(1廳)1衛),,三層/三層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,住家用,建物第一次登記後移轉
下堡１００之１７號,,102/12/30,418.2,14.6,28.57,65.05%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物),土:1 建:1車:0,3房3廳3衛,,無,無,住家用,建物第一次登記後移轉
下堡１００之１７號三樓之１,,102/12/30,173.4,18.1,9.57,64.88%,套房(1房(1廳)1衛),,三層/三層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,住家用,建物第一次登記後移轉
下堡１００之９號二樓,,102/12/30,515.1,14.1,36.47,71.34%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,無,無,住家用,建物第一次登記後移轉
下堡１００之１７號二樓之２,,102/12/30,163,16.8,9.72,65.12%,套房(1房(1廳)1衛),,二層/三層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,住家用,建物第一次登記後移轉
